Recency,Frequency,Monetary,F_rank,R_rank,M_rank,RFM_Score,Segment
2819.0,1,453.58,3,5,5,535,Big Spenders
2526.0,1,460.61,3,2,5,235,Big Spenders
2441.0,1,134.36,3,1,4,134,New Customers
2637.0,1,42.77,3,3,1,331,Low Value
2511.0,1,143.9,3,1,4,134,New Customers
2573.0,1,83.1,3,2,2,232,Other
2985.0,1,37.72,3,5,1,531,Low Value
2526.0,1,130.65,3,2,4,234,Other
2473.0,1,85.81,3,1,3,133,New Customers
2706.0,1,218.24,3,4,5,435,Big Spenders
2909.0,1,48.15,3,5,1,531,Low Value
2763.0,1,60.1,3,4,2,432,Potential Loyalists
2702.0,1,50.1,3,4,1,431,Low Value
2663.0,1,319.58,3,3,5,335,Big Spenders
2979.0,1,43.77,3,5,1,531,Low Value
2695.0,1,282.52,3,4,5,435,Big Spenders
2464.0,1,70.85,3,1,2,132,New Customers
2911.0,1,190.4,3,5,4,534,Other
2646.0,1,177.41,3,3,4,334,Potential Loyalists
2768.0,1,752.04,3,4,5,435,Big Spenders
2454.0,1,55.43,3,1,2,132,New Customers
2545.0,1,1308.18,3,2,5,235,Big Spenders
2960.0,1,385.3,3,5,5,535,Big Spenders
2454.0,1,111.78,3,1,3,133,New Customers
2566.0,1,130.24,3,2,4,234,Other
2713.0,1,150.7,3,4,4,434,Potential Loyalists
2525.0,1,85.41,3,2,3,233,Other
2540.0,1,54.03,3,2,1,231,Low Value
2912.0,1,447.24,3,5,5,535,Big Spenders
2823.0,1,273.49,3,5,5,535,Big Spenders
2441.0,1,1117.99,3,1,5,135,New Customers
2917.0,1,54.74,3,5,2,532,Other
2645.0,1,40.0,3,3,1,331,Low Value
2964.0,1,199.7,3,5,4,534,Other
2440.0,1,48.3,3,1,1,131,New Customers
2539.0,1,108.92,3,2,3,233,Other
2566.0,1,237.08,3,2,5,235,Big Spenders
2667.0,1,85.15,3,3,2,332,Potential Loyalists
0.0,1,37.78,3,1,1,131,New Customers
2679.0,1,107.95,3,3,3,333,Potential Loyalists
2522.0,1,34.13,3,2,1,231,Low Value
2709.0,1,153.2,3,4,4,434,Potential Loyalists
2734.0,1,156.74,3,4,4,434,Potential Loyalists
2764.0,1,396.2,3,4,5,435,Big Spenders
2518.0,1,217.55,3,2,5,235,Big Spenders
2460.0,1,81.96,3,1,2,132,New Customers
2454.0,1,259.01,3,1,5,135,New Customers
2968.0,1,41.01,3,5,1,531,Low Value
2848.0,1,62.17,3,5,2,532,Other
2617.0,1,418.5,3,3,5,335,Big Spenders
2520.0,1,1022.65,3,2,5,235,Big Spenders
2548.0,1,136.3,3,2,4,234,Other
2625.0,1,32.42,3,3,1,331,Low Value
2546.0,1,38.28,3,2,1,231,Low Value
2820.0,1,117.94,3,5,3,533,Other
2473.0,1,202.91,3,1,5,135,New Customers
2704.0,1,48.27,3,4,1,431,Low Value
2473.0,1,1930.34,3,1,5,135,New Customers
2755.0,1,641.2,3,4,5,435,Big Spenders
2595.0,1,186.6,3,2,4,234,Other
2594.0,1,138.73,3,2,4,234,Other
2952.0,1,69.9,3,5,2,532,Other
2665.0,1,206.72,3,3,5,335,Big Spenders
0.0,1,84.65,3,1,2,132,New Customers
2440.0,1,93.28,3,1,3,133,New Customers
2617.0,1,170.16,3,3,4,334,Potential Loyalists
3009.0,1,81.0,3,5,2,532,Other
2786.0,1,198.9,3,4,4,434,Potential Loyalists
2505.0,1,52.57,3,1,1,131,New Customers
2539.0,1,190.0,3,2,4,234,Other
2551.0,1,314.53,3,2,5,235,Big Spenders
2793.0,1,312.39,3,4,5,435,Big Spenders
2511.0,1,282.31,3,1,5,135,New Customers
0.0,1,537.99,3,1,5,135,New Customers
2559.0,1,104.62,3,2,3,233,Other
2756.0,1,125.0,3,4,3,433,Potential Loyalists
2611.0,1,195.71,3,3,4,334,Potential Loyalists
2828.0,1,33.69,3,5,1,531,Low Value
2498.0,1,39.17,3,1,1,131,New Customers
2621.0,1,179.6,3,3,4,334,Potential Loyalists
2911.0,1,102.03,3,5,3,533,Other
2823.0,1,72.83,3,5,2,532,Other
2838.0,1,414.14,3,5,5,535,Big Spenders
0.0,1,14.92,3,1,1,131,New Customers
2796.0,1,96.71,3,4,3,433,Potential Loyalists
3019.0,1,45.86,3,5,1,531,Low Value
2931.0,1,191.19,3,5,4,534,Other
2702.0,1,159.74,3,4,4,434,Potential Loyalists
2475.0,1,32.23,3,1,1,131,New Customers
2919.0,1,83.59,3,5,2,532,Other
2966.0,1,222.68,3,5,5,535,Big Spenders
2574.0,1,48.29,3,2,1,231,Low Value
2840.0,1,85.05,3,5,2,532,Other
2463.0,1,194.33,3,1,4,134,New Customers
2559.0,1,83.75,3,2,2,232,Other
2650.0,1,349.76,3,3,5,335,Big Spenders
2441.0,1,256.59,3,1,5,135,New Customers
2471.0,1,81.24,3,1,2,132,New Customers
2589.0,1,112.05,3,2,3,233,Other
2448.0,1,53.85,3,1,1,131,New Customers
2539.0,1,82.33,3,2,2,232,Other
2588.0,1,175.02,3,2,4,234,Other
2454.0,1,89.77,3,1,3,133,New Customers
2592.0,1,57.03,3,2,2,232,Other
2625.0,1,87.8,3,3,3,333,Potential Loyalists
2650.0,1,80.18,3,3,2,332,Potential Loyalists
2464.0,1,118.62,3,1,3,133,New Customers
2467.0,1,371.42,3,1,5,135,New Customers
2552.0,1,27.79,3,2,1,231,Low Value
2612.0,1,90.85,3,3,3,333,Potential Loyalists
2589.0,1,37.38,3,2,1,231,Low Value
2686.0,1,94.21,3,3,3,333,Potential Loyalists
2684.0,1,96.8,3,3,3,333,Potential Loyalists
2899.0,1,49.84,3,5,1,531,Low Value
2464.0,1,68.93,3,1,2,132,New Customers
2922.0,1,212.46,3,5,5,535,Big Spenders
2506.0,1,33.13,3,1,1,131,New Customers
2922.0,1,130.01,3,5,4,534,Other
2601.0,1,738.57,3,3,5,335,Big Spenders
2606.0,1,38.95,3,3,1,331,Low Value
2471.0,1,135.06,3,1,4,134,New Customers
2695.0,1,180.05,3,4,4,434,Potential Loyalists
2541.0,1,89.48,3,2,3,233,Other
2887.0,1,76.08,3,5,2,532,Other
3108.0,1,263.93,3,5,5,535,Big Spenders
2810.0,1,31.77,3,4,1,431,Low Value
2552.0,1,52.71,3,2,1,231,Low Value
2601.0,1,28.93,3,3,1,331,Low Value
2866.0,1,89.27,3,5,3,533,Other
2708.0,1,96.02,3,4,3,433,Potential Loyalists
2492.0,1,24.23,3,1,1,131,New Customers
2548.0,1,360.54,3,2,5,235,Big Spenders
2511.0,1,173.89,3,1,4,134,New Customers
2901.0,1,72.9,3,5,2,532,Other
2839.0,1,212.59,3,5,5,535,Big Spenders
2830.0,1,297.39,3,5,5,535,Big Spenders
2607.0,1,60.88,3,3,2,332,Potential Loyalists
2631.0,1,439.72,3,3,5,335,Big Spenders
2447.0,1,88.87,3,1,3,133,New Customers
2825.0,1,151.46,3,5,4,534,Other
2726.0,1,35.77,3,4,1,431,Low Value
2945.0,1,202.28,3,5,4,534,Other
3001.0,1,98.79,3,5,3,533,Other
2728.0,1,133.86,3,4,4,434,Potential Loyalists
2558.0,1,140.92,3,2,4,234,Other
2721.0,1,102.38,3,4,3,433,Potential Loyalists
2607.0,1,146.04,3,3,4,334,Potential Loyalists
2625.0,1,34.0,3,3,1,331,Low Value
2582.0,1,87.03,3,2,3,233,Other
2629.0,1,126.92,3,3,3,333,Potential Loyalists
2547.0,1,117.96,3,2,3,233,Other
2596.0,1,89.08,3,3,3,333,Potential Loyalists
2757.0,1,103.55,3,4,3,433,Potential Loyalists
2702.0,1,258.74,3,4,5,435,Big Spenders
0.0,1,87.95,3,1,3,133,New Customers
2657.0,1,137.6,3,3,4,334,Potential Loyalists
2564.0,1,26.13,3,2,1,231,Low Value
2664.0,1,226.71,3,3,5,335,Big Spenders
2551.0,1,58.22,3,2,2,232,Other
2461.0,1,134.04,3,1,4,134,New Customers
2658.0,1,215.6,3,3,5,335,Big Spenders
2734.0,1,36.78,3,4,1,431,Low Value
2624.0,1,136.5,3,3,4,334,Potential Loyalists
2884.0,1,92.46,3,5,3,533,Other
2442.0,1,20.38,3,1,1,131,New Customers
0.0,1,97.79,3,1,3,133,New Customers
2574.0,1,75.25,3,2,2,232,Other
2700.0,1,148.49,3,4,4,434,Potential Loyalists
2474.0,1,198.69,3,1,4,134,New Customers
2587.0,1,32.83,3,2,1,231,Low Value
2625.0,1,101.91,3,3,3,333,Potential Loyalists
2490.0,1,110.31,3,1,3,133,New Customers
2950.0,1,106.78,3,5,3,533,Other
2625.0,1,273.01,3,3,5,335,Big Spenders
2877.0,1,38.84,3,5,1,531,Low Value
3017.0,1,651.84,3,5,5,535,Big Spenders
2498.0,1,92.74,3,1,3,133,New Customers
2590.0,1,628.42,3,2,5,235,Big Spenders
2569.0,1,62.309999999999995,3,2,2,232,Other
2873.0,1,519.65,3,5,5,535,Big Spenders
2441.0,1,164.15,3,1,4,134,New Customers
3007.0,1,161.12,3,5,4,534,Other
2552.0,1,157.91,3,2,4,234,Other
2646.0,1,115.35,3,3,3,333,Potential Loyalists
2834.0,1,315.11,3,5,5,535,Big Spenders
2604.0,1,119.18,3,3,3,333,Potential Loyalists
2541.0,1,89.45,3,2,3,233,Other
2450.0,1,136.7,3,1,4,134,New Customers
2951.0,1,35.51,3,5,1,531,Low Value
2583.0,1,162.41,3,2,4,234,Other
2558.0,1,68.64,3,2,2,232,Other
2552.0,1,189.08,3,2,4,234,Other
2821.0,1,142.46,3,5,4,534,Other
2660.0,1,127.72,3,3,3,333,Potential Loyalists
2898.0,1,286.3,3,5,5,535,Big Spenders
2495.0,1,37.78,3,1,1,131,New Customers
2950.0,1,221.7,3,5,5,535,Big Spenders
2558.0,1,70.84,3,2,2,232,Other
2859.0,1,116.94,3,5,3,533,Other
2684.0,1,53.4,3,3,1,331,Low Value
2889.0,1,103.28,3,5,3,533,Other
2453.0,1,75.17,3,1,2,132,New Customers
2495.0,1,419.03,3,1,5,135,New Customers
2581.0,1,220.28,3,2,5,235,Big Spenders
2554.0,1,650.65,3,2,5,235,Big Spenders
2896.0,1,33.98,3,5,1,531,Low Value
2462.0,1,95.64,3,1,3,133,New Customers
2558.0,1,150.15,3,2,4,234,Other
2713.0,1,155.45,3,4,4,434,Potential Loyalists
0.0,1,75.33,3,1,2,132,New Customers
2467.0,1,53.35,3,1,1,131,New Customers
2541.0,1,109.64,3,2,3,233,Other
2475.0,1,23.38,3,1,1,131,New Customers
2649.0,1,260.84,3,3,5,335,Big Spenders
2616.0,1,137.18,3,3,4,334,Potential Loyalists
2750.0,1,221.92,3,4,5,435,Big Spenders
2462.0,1,203.09,3,1,5,135,New Customers
2611.0,1,82.62,3,3,2,332,Potential Loyalists
2511.0,1,117.57,3,1,3,133,New Customers
2917.0,1,182.91,3,5,4,534,Other
2562.0,1,244.5,3,2,5,235,Big Spenders
2695.0,1,259.94,3,4,5,435,Big Spenders
2736.0,1,52.08,3,4,1,431,Low Value
2642.0,1,61.75,3,3,2,332,Potential Loyalists
2490.0,1,81.43,3,1,2,132,New Customers
2901.0,1,117.15,3,5,3,533,Other
3111.0,1,24.52,3,5,1,531,Low Value
2791.0,1,154.08,3,4,4,434,Potential Loyalists
2870.0,1,67.28,3,5,2,532,Other
2649.0,1,195.72,3,3,4,334,Potential Loyalists
2455.0,1,57.99,3,1,2,132,New Customers
2569.0,1,64.23,3,2,2,232,Other
2656.0,1,84.34,3,3,2,332,Potential Loyalists
2615.0,1,224.71,3,3,5,335,Big Spenders
2768.0,1,75.38,3,4,2,432,Potential Loyalists
2576.0,1,133.06,3,2,4,234,Other
2722.0,1,59.01,3,4,2,432,Potential Loyalists
2721.0,1,46.78,3,4,1,431,Low Value
2492.0,1,108.88,3,1,3,133,New Customers
2468.0,1,566.4,3,1,5,135,New Customers
2590.0,1,136.08,3,2,4,234,Other
2644.0,1,161.46,3,3,4,334,Potential Loyalists
2443.0,1,107.76,3,1,3,133,New Customers
2810.0,1,157.22,3,4,4,434,Potential Loyalists
2711.0,1,318.4,3,4,5,435,Big Spenders
2498.0,1,402.1,3,1,5,135,New Customers
2695.0,1,31.01,3,4,1,431,Low Value
2518.0,1,43.22,3,2,1,231,Low Value
2732.0,1,165.71,3,4,4,434,Potential Loyalists
2587.0,1,80.89,3,2,2,232,Other
2785.0,1,226.12,3,4,5,435,Big Spenders
2559.0,1,219.27,3,2,5,235,Big Spenders
2446.0,1,576.88,3,1,5,135,New Customers
2596.0,1,560.65,3,3,5,335,Big Spenders
2491.0,1,400.66,3,1,5,135,New Customers
2546.0,1,48.22,3,2,1,231,Low Value
2559.0,1,43.03,3,2,1,231,Low Value
2456.0,1,47.93,3,1,1,131,New Customers
2628.0,1,38.9,3,3,1,331,Low Value
2769.0,1,296.32,3,4,5,435,Big Spenders
2587.0,1,164.66,3,2,4,234,Other
2911.0,1,154.12,3,5,4,534,Other
2541.0,1,236.56,3,2,5,235,Big Spenders
2590.0,1,90.88,3,2,3,233,Other
2489.0,1,68.53,3,1,2,132,New Customers
2596.0,1,94.55,3,3,3,333,Potential Loyalists
2579.0,1,82.83,3,2,2,232,Other
2516.0,1,586.1,3,2,5,235,Big Spenders
3125.0,1,38.62,3,5,1,531,Low Value
2918.0,1,398.85,3,5,5,535,Big Spenders
2693.0,1,109.26,3,4,3,433,Potential Loyalists
2629.0,1,69.03,3,3,2,332,Potential Loyalists
2765.0,1,60.0,3,4,2,432,Potential Loyalists
2524.0,1,57.03,3,2,2,232,Other
2807.0,1,226.24,3,4,5,435,Big Spenders
2937.0,1,50.83,3,5,1,531,Low Value
2606.0,1,94.3,3,3,3,333,Potential Loyalists
2672.0,1,51.07,3,3,1,331,Low Value
2813.0,1,388.82,3,5,5,535,Big Spenders
2564.0,1,60.7,3,2,2,232,Other
0.0,1,39.86,3,1,1,131,New Customers
0.0,1,44.09,3,1,1,131,New Customers
0.0,1,91.76,3,1,3,133,New Customers
2716.0,1,291.66,3,4,5,435,Big Spenders
2517.0,1,48.72,3,2,1,231,Low Value
2609.0,1,32.61,3,3,1,331,Low Value
2722.0,1,73.34,3,4,2,432,Potential Loyalists
2715.0,1,59.66,3,4,2,432,Potential Loyalists
2558.0,1,91.0,3,2,3,233,Other
2497.0,1,50.35,3,1,1,131,New Customers
2744.0,1,162.75,3,4,4,434,Potential Loyalists
2712.0,1,31.68,3,4,1,431,Low Value
2805.0,1,163.21,3,4,4,434,Potential Loyalists
2555.0,1,161.88,3,2,4,234,Other
2540.0,1,71.78,3,2,2,232,Other
2446.0,1,81.05,3,1,2,132,New Customers
2706.0,1,29.0,3,4,1,431,Low Value
2635.0,1,206.76,3,3,5,335,Big Spenders
2498.0,1,170.12,3,1,4,134,New Customers
2722.0,1,186.06,3,4,4,434,Potential Loyalists
0.0,1,729.65,3,1,5,135,New Customers
2779.0,1,24.73,3,4,1,431,Low Value
2455.0,1,117.37,3,1,3,133,New Customers
2915.0,1,283.18,3,5,5,535,Big Spenders
2884.0,1,146.35,3,5,4,534,Other
2587.0,1,51.01,3,2,1,231,Low Value
2555.0,1,96.26,3,2,3,233,Other
2594.0,1,142.92,3,2,4,234,Other
2916.0,1,156.25,3,5,4,534,Other
2946.0,1,106.19,3,5,3,533,Other
2807.0,1,41.09,3,4,1,431,Low Value
2855.0,1,109.77,3,5,3,533,Other
2518.0,1,318.23,3,2,5,235,Big Spenders
2449.0,1,218.51,3,1,5,135,New Customers
2845.0,1,40.0,3,5,1,531,Low Value
2679.0,1,140.33,3,3,4,334,Potential Loyalists
2796.0,1,689.81,3,4,5,435,Big Spenders
2569.0,1,176.82,3,2,4,234,Other
2965.0,1,27.75,3,5,1,531,Low Value
2827.0,1,197.92000000000002,3,5,4,534,Other
2448.0,1,237.6,3,1,5,135,New Customers
2848.0,1,45.38,3,5,1,531,Low Value
2800.0,1,128.24,3,4,3,433,Potential Loyalists
2464.0,1,213.47,3,1,5,135,New Customers
2524.0,1,154.12,3,2,4,234,Other
2763.0,1,161.12,3,4,4,434,Potential Loyalists
2908.0,1,60.12,3,5,2,532,Other
2667.0,1,35.0,3,3,1,331,Low Value
2771.0,1,138.96,3,4,4,434,Potential Loyalists
2455.0,1,56.1,3,1,2,132,New Customers
2821.0,1,1020.84,3,5,5,535,Big Spenders
2708.0,1,116.0,3,4,3,433,Potential Loyalists
2768.0,1,88.34,3,4,3,433,Potential Loyalists
2575.0,1,175.02,3,2,4,234,Other
2600.0,1,1342.98,3,3,5,335,Big Spenders
2758.0,1,343.71,3,4,5,435,Big Spenders
2611.0,1,466.16,3,3,5,335,Big Spenders
2581.0,1,581.25,3,2,5,235,Big Spenders
2632.0,1,48.6,3,3,1,331,Low Value
2520.0,1,155.77,3,2,4,234,Other
2925.0,1,64.51,3,5,2,532,Other
2683.0,1,74.17,3,3,2,332,Potential Loyalists
2784.0,1,124.42,3,4,3,433,Potential Loyalists
2982.0,1,138.62,3,5,4,534,Other
2918.0,1,133.32,3,5,4,534,Other
2585.0,1,302.24,3,2,5,235,Big Spenders
2841.0,1,72.45,3,5,2,532,Other
2748.0,1,117.51,3,4,3,433,Potential Loyalists
2978.0,1,79.78,3,5,2,532,Other
2953.0,1,81.88,3,5,2,532,Other
2540.0,1,49.43,3,2,1,231,Low Value
2440.0,1,97.32,3,1,3,133,New Customers
2592.0,1,39.94,3,2,1,231,Low Value
2652.0,1,48.19,3,3,1,331,Low Value
2656.0,1,55.09,3,3,2,332,Potential Loyalists
2525.0,1,39.16,3,2,1,231,Low Value
2526.0,1,109.74,3,2,3,233,Other
2765.0,1,121.0,3,4,3,433,Potential Loyalists
2511.0,1,382.28,3,1,5,135,New Customers
0.0,1,67.09,3,1,2,132,New Customers
2499.0,1,137.63,3,1,4,134,New Customers
2672.0,1,657.63,3,3,5,335,Big Spenders
2524.0,1,460.61,3,2,5,235,Big Spenders
2551.0,1,113.53,3,2,3,233,Other
2509.0,1,41.53,3,1,1,131,New Customers
2513.0,1,31.95,3,2,1,231,Low Value
2464.0,1,156.16,3,1,4,134,New Customers
2721.0,1,15.75,3,4,1,431,Low Value
2552.0,1,131.8,3,2,4,234,Other
2596.0,1,354.9,3,3,5,335,Big Spenders
2744.0,1,42.59,3,4,1,431,Low Value
2758.0,1,74.05,3,4,2,432,Potential Loyalists
2785.0,1,158.13,3,4,4,434,Potential Loyalists
2873.0,1,110.54,3,5,3,533,Other
2653.0,1,151.9,3,3,4,334,Potential Loyalists
2930.0,1,64.42,3,5,2,532,Other
2471.0,1,72.17,3,1,2,132,New Customers
2460.0,1,42.51,3,1,1,131,New Customers
2558.0,1,48.28,3,2,1,231,Low Value
2470.0,1,278.04,3,1,5,135,New Customers
2618.0,1,163.25,3,3,4,334,Potential Loyalists
2584.0,1,41.29,3,2,1,231,Low Value
2849.0,1,321.58,3,5,5,535,Big Spenders
2986.0,1,115.34,3,5,3,533,Other
2692.0,1,75.16,3,4,2,432,Potential Loyalists
2958.0,1,65.7,3,5,2,532,Other
2558.0,1,90.25,3,2,3,233,Other
2488.0,1,40.76,3,1,1,131,New Customers
2642.0,1,253.79,3,3,5,335,Big Spenders
2735.0,1,88.3,3,4,3,433,Potential Loyalists
2538.0,1,219.77,3,2,5,235,Big Spenders
2742.0,1,37.85,3,4,1,431,Low Value
2541.0,1,191.14,3,2,4,234,Other
2562.0,1,292.06,3,2,5,235,Big Spenders
2461.0,1,72.72,3,1,2,132,New Customers
2471.0,1,37.24,3,1,1,131,New Customers
2695.0,1,89.56,3,4,3,433,Potential Loyalists
2856.0,1,133.56,3,5,4,534,Other
2701.0,1,107.9,3,4,3,433,Potential Loyalists
2566.0,1,216.18,3,2,5,235,Big Spenders
2877.0,1,178.27,3,5,4,534,Other
2734.0,1,350.19,3,4,5,435,Big Spenders
2481.0,1,163.82,3,1,4,134,New Customers
2455.0,1,119.89,3,1,3,133,New Customers
2489.0,1,52.58,3,1,1,131,New Customers
2804.0,1,55.09,3,4,2,432,Potential Loyalists
2709.0,1,61.05,3,4,2,432,Potential Loyalists
2559.0,1,341.58,3,2,5,235,Big Spenders
2877.0,1,48.27,3,5,1,531,Low Value
2958.0,1,119.99,3,5,3,533,Other
2457.0,1,35.36,3,1,1,131,New Customers
2994.0,1,76.66,3,5,2,532,Other
2579.0,1,160.14,3,2,4,234,Other
2464.0,1,99.26,3,1,3,133,New Customers
2910.0,1,77.84,3,5,2,532,Other
2604.0,1,75.6,3,3,2,332,Potential Loyalists
2447.0,1,105.22,3,1,3,133,New Customers
2708.0,1,71.63,3,4,2,432,Potential Loyalists
2616.0,1,81.11,3,3,2,332,Potential Loyalists
2450.0,1,34.35,3,1,1,131,New Customers
2649.0,1,108.0,3,3,3,333,Potential Loyalists
2847.0,1,217.82,3,5,5,535,Big Spenders
2814.0,1,143.55,3,5,4,534,Other
2515.0,1,31.85,3,2,1,231,Low Value
2580.0,1,75.72,3,2,2,232,Other
2560.0,1,103.46,3,2,3,233,Other
2772.0,1,130.0,3,4,4,434,Potential Loyalists
2723.0,1,37.48,3,4,1,431,Low Value
2880.0,1,123.22,3,5,3,533,Other
2765.0,1,50.53,3,4,1,431,Low Value
2651.0,1,90.17,3,3,3,333,Potential Loyalists
2443.0,1,203.23,3,1,5,135,New Customers
2747.0,1,50.1,3,4,1,431,Low Value
2849.0,1,41.34,3,5,1,531,Low Value
2488.0,1,220.25,3,1,5,135,New Customers
2583.0,1,113.11,3,2,3,233,Other
2764.0,1,77.57,3,4,2,432,Potential Loyalists
2463.0,1,174.76,3,1,4,134,New Customers
2651.0,1,57.43,3,3,2,332,Potential Loyalists
2450.0,1,145.9,3,1,4,134,New Customers
3020.0,1,120.74,3,5,3,533,Other
2520.0,1,74.1,3,2,2,232,Other
0.0,1,296.72,3,1,5,135,New Customers
2818.0,1,392.27,3,5,5,535,Big Spenders
2603.0,1,47.29,3,3,1,331,Low Value
2513.0,1,183.3,3,2,4,234,Other
2443.0,1,198.19,3,1,4,134,New Customers
2698.0,1,24.1,3,4,1,431,Low Value
0.0,1,309.29,3,1,5,135,New Customers
2895.0,1,76.08,3,5,2,532,Other
2608.0,1,1981.22,3,3,5,335,Big Spenders
2568.0,1,68.54,3,2,2,232,Other
2674.0,1,73.65,3,3,2,332,Potential Loyalists
2790.0,1,81.61,3,4,2,432,Potential Loyalists
2737.0,1,21.01,3,4,1,431,Low Value
2685.0,1,168.51,3,3,4,334,Potential Loyalists
2567.0,1,143.99,3,2,4,234,Other
2548.0,1,212.94,3,2,5,235,Big Spenders
2929.0,1,325.58,3,5,5,535,Big Spenders
2456.0,1,68.35,3,1,2,132,New Customers
2671.0,1,63.33,3,3,2,332,Potential Loyalists
2790.0,1,76.17,3,4,2,432,Potential Loyalists
2951.0,1,148.57,3,5,4,534,Other
2861.0,1,241.33,3,5,5,535,Big Spenders
2663.0,1,55.09,3,3,2,332,Potential Loyalists
2628.0,1,82.98,3,3,2,332,Potential Loyalists
2678.0,1,39.28,3,3,1,331,Low Value
2454.0,1,0.0,3,1,1,131,New Customers
2713.0,1,40.09,3,4,1,431,Low Value
2523.0,1,306.51,3,2,5,235,Big Spenders
2477.0,1,92.30000000000001,3,1,3,133,New Customers
2660.0,1,319.11,3,3,5,335,Big Spenders
2766.0,1,45.09,3,4,1,431,Low Value
2922.0,1,96.29,3,5,3,533,Other
2784.0,1,49.24,3,4,1,431,Low Value
2611.0,1,29.1,3,3,1,331,Low Value
2729.0,1,75.15,3,4,2,432,Potential Loyalists
2964.0,1,40.56,3,5,1,531,Low Value
2915.0,1,39.42,3,5,1,531,Low Value
2476.0,1,118.35,3,1,3,133,New Customers
2520.0,1,100.41,3,2,3,233,Other
2971.0,1,69.84,3,5,2,532,Other
2856.0,1,30.62,3,5,1,531,Low Value
2625.0,1,89.1,3,3,3,333,Potential Loyalists
2649.0,1,105.37,3,3,3,333,Potential Loyalists
2583.0,1,153.4,3,2,4,234,Other
2607.0,1,188.66,3,3,4,334,Potential Loyalists
2456.0,1,120.11,3,1,3,133,New Customers
2652.0,1,34.27,3,3,1,331,Low Value
2512.0,1,35.85,3,1,1,131,New Customers
2706.0,1,89.75,3,4,3,433,Potential Loyalists
2798.0,1,64.82,3,4,2,432,Potential Loyalists
2884.0,1,138.94,3,5,4,534,Other
2968.0,1,275.08,3,5,5,535,Big Spenders
2706.0,1,45.0,3,4,1,431,Low Value
2627.0,1,65.1,3,3,2,332,Potential Loyalists
2572.0,1,47.84,3,2,1,231,Low Value
2907.0,1,196.12,3,5,4,534,Other
2709.0,1,57.68,3,4,2,432,Potential Loyalists
2807.0,1,64.62,3,4,2,432,Potential Loyalists
2636.0,1,226.05,3,3,5,335,Big Spenders
2590.0,1,188.0,3,2,4,234,Other
2722.0,1,83.41,3,4,2,432,Potential Loyalists
2440.0,1,81.37,3,1,2,132,New Customers
2512.0,1,137.45,3,1,4,134,New Customers
2807.0,1,70.14,3,4,2,432,Potential Loyalists
2555.0,1,599.18,3,2,5,235,Big Spenders
2826.0,1,192.66,3,5,4,534,Other
2537.0,1,82.33,3,2,2,232,Other
2508.0,1,85.11,3,1,2,132,New Customers
2888.0,1,69.24,3,5,2,532,Other
2635.0,1,117.04,3,3,3,333,Potential Loyalists
0.0,1,81.1,3,1,2,132,New Customers
2803.0,1,78.48,3,4,2,432,Potential Loyalists
2919.0,1,84.52,3,5,2,532,Other
2490.0,1,52.89,3,1,1,131,New Customers
2625.0,1,31.0,3,3,1,331,Low Value
2945.0,1,35.46,3,5,1,531,Low Value
2691.0,1,47.0,3,4,1,431,Low Value
2453.0,1,154.56,3,1,4,134,New Customers
2457.0,1,108.83,3,1,3,133,New Customers
2685.0,1,119.18,3,3,3,333,Potential Loyalists
2687.0,1,181.86,3,3,4,334,Potential Loyalists
2471.0,1,52.19,3,1,1,131,New Customers
2461.0,1,104.37,3,1,3,133,New Customers
2814.0,1,89.17,3,5,3,533,Other
2454.0,1,255.46,3,1,5,135,New Customers
2849.0,1,35.1,3,5,1,531,Low Value
2678.0,1,96.8,3,3,3,333,Potential Loyalists
2517.0,1,246.24,3,2,5,235,Big Spenders
2609.0,1,50.69,3,3,1,331,Low Value
2974.0,1,112.87,3,5,3,533,Other
2552.0,1,99.43,3,2,3,233,Other
2912.0,1,65.88,3,5,2,532,Other
2513.0,1,53.44,3,2,1,231,Low Value
2505.0,1,35.84,3,1,1,131,New Customers
2565.0,1,113.2,3,2,3,233,Other
2700.0,1,57.53,3,4,2,432,Potential Loyalists
2735.0,1,25.01,3,4,1,431,Low Value
2560.0,1,181.52,3,2,4,234,Other
2874.0,1,122.76,3,5,3,533,Other
2545.0,1,66.72,3,2,2,232,Other
2838.0,1,94.25,3,5,3,533,Other
2685.0,1,42.27,3,3,1,331,Low Value
2529.0,1,545.14,3,2,5,235,Big Spenders
2584.0,1,143.78,3,2,4,234,Other
2600.0,1,139.46,3,3,4,334,Potential Loyalists
2846.0,1,153.7,3,5,4,534,Other
3108.0,1,27.86,3,5,1,531,Low Value
2789.0,1,174.49,3,4,4,434,Potential Loyalists
2965.0,1,86.02,3,5,3,533,Other
2566.0,1,105.77,3,2,3,233,Other
2527.0,1,42.2,3,2,1,231,Low Value
2877.0,1,229.92,3,5,5,535,Big Spenders
3008.0,1,74.49,3,5,2,532,Other
2636.0,1,113.31,3,3,3,333,Potential Loyalists
2572.0,1,827.32,3,2,5,235,Big Spenders
2467.0,1,88.83,3,1,3,133,New Customers
2615.0,1,124.5,3,3,3,333,Potential Loyalists
2545.0,1,139.8,3,2,4,234,Other
2660.0,1,112.71,3,3,3,333,Potential Loyalists
2526.0,1,32.39,3,2,1,231,Low Value
2840.0,1,200.64,3,5,4,534,Other
2707.0,1,67.5,3,4,2,432,Potential Loyalists
2519.0,1,30.22,3,2,1,231,Low Value
2923.0,1,61.05,3,5,2,532,Other
